run	hive_metric	application	version_note	note	start_date	end_date	condition_1	condition_2	condition_3	condition_4	condition_5	condition_6
TRUE	OTP_success_mobile_full	SMB|SMB|SpecNet	N/A|https://jira.charter.com/browse/XGANALYTIC-25828|https://jira.charter.com/browse/XGANALYTIC-25828	N/A|N/A|N/A			(visit__application_details__application_name = 'SMB' AND message__name = 'featureStop' AND message__feature__featuretype = 'oneTimePayment' AND message__feature__feature_name = 'mobileLegacyFlow' AND message__feature__feature_step_name = 'otpSuccess') OR (visit__application_details__application_name = 'SMB' AND message__name = 'featureStop' AND message__feature__featuretype = 'oneTimePayment' AND message__feature__feature_name = 'mobileLegacyFlow' AND message__feature__feature_step_name = 'otpSuccess') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'featureStop' AND message__feature__featuretype = 'oneTimePayment' AND message__feature__feature_name = 'mobileLegacyFlow' AND message__feature__feature_step_name = 'otpSuccess')					
TRUE	OTP_success_mobile_quickPay	SMB|SMB|SpecNet	N/A|https://jira.charter.com/browse/XGANALYTIC-25828|https://jira.charter.com/browse/XGANALYTIC-25828	N/A|N/A|N/A			(visit__application_details__application_name = 'SMB' AND message__name = 'featureStop' AND message__feature__featuretype = 'oneTimePayment' AND message__feature__feature_name = 'mobileQuickPayFlow' AND message__feature__feature_step_name = 'otpSuccess') OR (visit__application_details__application_name = 'SMB' AND message__name = 'featureStop' AND message__feature__featuretype = 'oneTimePayment' AND message__feature__feature_name = 'mobileQuickPayFlow' AND message__feature__feature_step_name = 'otpSuccess') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'featureStop' AND message__feature__featuretype = 'oneTimePayment' AND message__feature__feature_name = 'mobileQuickPayFlow' AND message__feature__feature_step_name = 'otpSuccess')					
TRUE	device_make_payment_failure	MySpectrum|SMB|SpecNet	N/A|N/A|N/A	N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name in ('devicePaymentUnsuccessful', 'devicePaymentFailed')) OR (visit__application_details__application_name = 'SMB' AND message__name = 'modalView' AND state__view__modal__name = 'mobileBillingDevicePaymentFailure') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'modalView' AND state__view__modal__name = 'mobileBillingDevicePaymentFailure')					
TRUE	device_make_payment_start	MySpectrum|SMB|SpecNet	N/A|N/A|N/A	N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'selectAction' AND state__view__current_page__elements__standardized_name = 'selectDevicePayment') OR (visit__application_details__application_name = 'SMB' AND message__name = 'selectAction' AND state__view__current_page__elements__standardized_name = 'mobileBilling_devicePaymentContinue') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'selectAction' AND state__view__current_page__elements__standardized_name = 'mobileBilling_devicePaymentContinue')					
TRUE	device_make_payment_submit	MySpectrum|SMB|SpecNet	N/A|N/A|N/A	N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'selectAction' AND state__view__current_page__elements__standardized_name = 'deviceMakePayment') OR (visit__application_details__application_name = 'SMB' AND message__name = 'selectAction' AND state__view__current_page__elements__standardized_name = 'mobileBilling_devicePaymentSubmit') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'selectAction' AND state__view__current_page__elements__standardized_name = 'mobileBilling_devicePaymentSubmit')					
TRUE	device_make_payment_success	MySpectrum|SMB|SpecNet	N/A|N/A|N/A	N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'devicePaymentComplete') OR (visit__application_details__application_name = 'SMB' AND message__name = 'modalView' AND state__view__modal__name = 'mobileBillingDevicePaymentSuccess') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'modalView' AND state__view__modal__name = 'mobileBillingDevicePaymentSuccess')					
TRUE	login_attempt	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'loginStop') OR (visit__application_details__application_name = 'SMB' AND message__name = 'loginStop') OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'loginStop') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'loginStop')					
TRUE	login_failure	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'loginStop' AND operation__success = FALSE) OR (visit__application_details__application_name = 'SMB' AND message__name = 'loginStop' AND operation__success = FALSE) OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'loginStop' AND operation__success = FALSE) OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'loginStop' AND operation__success = FALSE)					
TRUE	login_success	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'loginStop' AND operation__success = TRUE) OR (visit__application_details__application_name = 'SMB' AND message__name = 'loginStop' AND operation__success = TRUE) OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'loginStop' AND operation__success = TRUE) OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'loginStop' AND operation__success = TRUE)					
TRUE	mobile_activation_activation_complete	MySpectrum|SMB|SpecMobile|SpecMobile|SpecNet	N/A|N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'activationComplete') OR (visit__application_details__application_name = 'SMB' AND message__name = 'modalView' AND state__view__modal__name in ('activationComplete', 'finishActivation')) OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'activationComplete' AND state__view__current_page__app_section = 'activity') OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'activationComplete' AND state__view__previous_page__page_name = 'activationInProgress') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'modalView' AND state__view__modal__name in ('activationComplete', 'finishActivation'))					
TRUE	mobile_activation_activation_in_progress	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'activationInProgress') OR (visit__application_details__application_name = 'SMB' AND message__name = 'modalView' AND state__view__modal__name = 'activationInProgress') OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'startActivation' AND state__view__current_page__app_section = 'activity') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'modalView' AND state__view__modal__name = 'activationInProgress')					
TRUE	mobile_activation_transfer_complete	SpecMobile					visit__application_details__application_name = 'SpecMobile'	message__name = 'pageView'	state__view__current_page__page_name = 'activationComplete'	state__view__previous_page__page_name = 'transferInprogress'		
TRUE	mobile_activation_transfer_in_progress	MySpectrum|SpecMobile	N/A|N/A	N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'transferInProgress') OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'transferInProgress')					
TRUE	mobile_activation_unable_to_activate	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'unableToActivate') OR (visit__application_details__application_name = 'SMB' AND message__name = 'modalView' AND state__view__modal__name = 'unableToActivate') OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'unableToActivate') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'modalView' AND state__view__modal__name = 'unableToActivate')					
TRUE	mobile_activation_unable_to_transfer	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'unableToTransfer') OR (visit__application_details__application_name = 'SMB' AND message__name = 'pageView' AND state__view__current_page__page_name = 'unableToActivateDevice') OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'unableToTransfer') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'pageView' AND state__view__current_page__page_name = 'unableToActivateDevice')					
TRUE	mobile_change_plan_start	MySpectrum					visit__application_details__application_name = 'MySpectrum'	message__name = 'pageView'	state__view__current_page__page_name = 'actvityChangePlan'			
TRUE	mobile_confirm_change_plan	MySpectrum					visit__application_details__application_name = 'MySpectrum'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name in ('confirmSwitchToUNL', 'confirmSwitchToBTG', 'confirmSwitchToUNLPLUS')			
TRUE	mobile_device_upgrade	SpecNet		logic from Antonio session on 6/28. No docs readily available, Chris just met with Antonio and then ping'd EIDs to Alan			visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	state__view__current_page__elements__standardized_name = 'buttonShopDevices'			
TRUE	mobile_success_change_plan	MySpectrum					visit__application_details__application_name = 'MySpectrum'	message__name = 'modalView'	state__view__modal__name in ('upgradePlanToast', 'downgradePlanToast')			
TRUE	mobile_tier_upgrade_review	SpecNet		logic from Antonio session on 6/28. No docs readily available, Chris just met with Antonio and then ping'd EIDs to Alan			visit__application_details__application_name = 'SpecNet'	message__name = 'pageView'	message__event_case_id = 'SPECTRUM_pageView_buyFlow2_mobileUpgrade_finalPrice'			
TRUE	mobile_tier_upgrade_start	SpecNet		logic from Antonio session on 6/28. No docs readily available, Chris just met with Antonio and then ping'd EIDs to Alan			visit__application_details__application_name = 'SpecNet'	message__name = 'pageView'	message__event_case_id = 'SPECTRUM_pageView_buyFlow2_mobileUpgrade_tierUpgrade'			
TRUE	mobile_tier_upgrade_submit	SpecNet		logic from Antonio session on 6/28. No docs readily available, Chris just met with Antonio and then ping'd EIDs to Alan			visit__application_details__application_name = 'SpecNet'	message__name = 'selectAction'	message__event_case_id = 'SPECTRUM_selectAction_buyFlow2_mobileUpgrade_finalPrice_continue'			
TRUE	mobile_tier_upgrade_success	SpecNet		logic from Antonio session on 6/28. No docs readily available, Chris just met with Antonio and then ping'd EIDs to Alan			visit__application_details__application_name = 'SpecNet'	message__name = 'featureStop'	message__event_case_id = 'SPECTRUM_featureStop_buyFlow2_triggeredByApplication_success'			
TRUE	page_load_billing	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome') OR (visit__application_details__application_name = 'SMB' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome') OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome')					
TRUE	page_load_billing_hot_2000	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome' AND state__view__current_page__render_details__fully_rendered_ms > 2000) OR (visit__application_details__application_name = 'SMB' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome' AND state__view__current_page__render_details__fully_rendered_ms > 2000) OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome' AND state__view__current_page__render_details__fully_rendered_ms > 2000) OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome' AND state__view__current_page__render_details__fully_rendered_ms > 2000)					
TRUE	page_load_billing_hot_3000	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome' AND state__view__current_page__render_details__fully_rendered_ms > 3000) OR (visit__application_details__application_name = 'SMB' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome' AND state__view__current_page__render_details__fully_rendered_ms > 3000) OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome' AND state__view__current_page__render_details__fully_rendered_ms > 3000) OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'pageView' AND state__view__current_page__page_name = 'billingHome' AND state__view__current_page__render_details__fully_rendered_ms > 3000)					
TRUE	page_load_home	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'userHome') OR (visit__application_details__application_name = 'SMB' AND message__name = 'pageView' AND state__view__current_page__page_name = 'homeAuth') OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'accountSummary') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'pageView' AND state__view__current_page__page_name = 'home-authenticated')					
TRUE	page_load_home_hot_2000	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'userHome' AND state__view__current_page__render_details__fully_rendered_ms > 2000) OR (visit__application_details__application_name = 'SMB' AND message__name = 'pageView' AND state__view__current_page__page_name = 'homeAuth' AND state__view__current_page__render_details__fully_rendered_ms > 2000) OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'accountSummary' AND state__view__current_page__render_details__fully_rendered_ms > 2000) OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'pageView' AND state__view__current_page__page_name = 'home-authenticated' AND state__view__current_page__render_details__fully_rendered_ms > 2000)					
TRUE	page_load_home_hot_3000	MySpectrum|SMB|SpecMobile|SpecNet	N/A|N/A|N/A|N/A	N/A|N/A|N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'pageView' AND state__view__current_page__page_name = 'userHome' AND state__view__current_page__render_details__fully_rendered_ms > 3000) OR (visit__application_details__application_name = 'SMB' AND message__name = 'pageView' AND state__view__current_page__page_name = 'homeAuth' AND state__view__current_page__render_details__fully_rendered_ms > 3000) OR (visit__application_details__application_name = 'SpecMobile' AND message__name = 'pageView' AND state__view__current_page__page_name = 'accountSummary' AND state__view__current_page__render_details__fully_rendered_ms > 3000) OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'pageView' AND state__view__current_page__page_name = 'home-authenticated' AND state__view__current_page__render_details__fully_rendered_ms > 3000)					
TRUE	payment_method_add_failure_mobile	MySpectrum|SpecNet	N/A|N/A	N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'AddMobileMethodOfPaymentMutation' AND application__api__service_result <> 'success') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'addMobileMethodOfPayment' AND application__api__service_result <> 'success')					
TRUE	payment_method_add_success_mobile	MySpectrum|SpecNet	N/A|N/A	N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'AddMobileMethodOfPaymentMutation' AND application__api__service_Result = 'success') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'addMobileMethodOfPayment' AND application__api__service_Result = 'success')					
TRUE	payment_method_delete_failure_mobile	MySpectrum|SpecNet	N/A|N/A	N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'DeleteMobileMethodOfPaymentMutation' AND application__api__service_result <> 'success') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'deleteMobileMethodOfPayment' AND application__api__service_result <> 'success')					
TRUE	payment_method_delete_success_mobile	MySpectrum|SpecNet	N/A|N/A	N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'DeleteMobileMethodOfPaymentMutation' AND application__api__service_Result = 'success') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'deleteMobileMethodOfPayment' AND application__api__service_Result = 'success')					
TRUE	payment_method_edit_failure_mobile	MySpectrum|SpecNet	N/A|N/A	N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'UpdateMobileMethodOfPaymentMutation' AND application__api__service_result <> 'success') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'updateMobileMethodOfPayment' AND application__api__service_result <> 'success')					
TRUE	payment_method_edit_success_mobile	MySpectrum|SpecNet	N/A|N/A	N/A|N/A			(visit__application_details__application_name = 'MySpectrum' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'UpdateMobileMethodOfPaymentMutation' AND application__api__service_Result = 'success') OR (visit__application_details__application_name = 'SpecNet' AND message__name = 'apiCall' AND application__api__gql__operation_Name = 'updateMobileMethodOfPayment' AND application__api__service_Result = 'success')					
TRUE	portals_csat_submit_rating_1_very_dissatisfied	MySpectrum					visit__application_details__application_name = 'MySpectrum'	 message__name = 'userFeedback' 	message__event_case_id = 'mySpectrum_userFeedback_satisfactionRating'	operation__user_entry__survey_id = 'overall'	operation__user_entry__numeric = 1	
TRUE	portals_csat_submit_rating_2_dissatisfied	MySpectrum					visit__application_details__application_name = 'MySpectrum'	 message__name = 'userFeedback' 	message__event_case_id = 'mySpectrum_userFeedback_satisfactionRating'	operation__user_entry__survey_id = 'overall'	operation__user_entry__numeric = 2	
TRUE	portals_csat_submit_rating_3_neutral	MySpectrum					visit__application_details__application_name = 'MySpectrum'	 message__name = 'userFeedback' 	message__event_case_id = 'mySpectrum_userFeedback_satisfactionRating'	operation__user_entry__survey_id = 'overall'	operation__user_entry__numeric = 3	
TRUE	portals_csat_submit_rating_4_satisfied	MySpectrum					visit__application_details__application_name = 'MySpectrum'	 message__name = 'userFeedback' 	message__event_case_id = 'mySpectrum_userFeedback_satisfactionRating'	operation__user_entry__survey_id = 'overall'	operation__user_entry__numeric = 4	
TRUE	portals_csat_submit_rating_5_very_satisfied	MySpectrum					visit__application_details__application_name = 'MySpectrum'	 message__name = 'userFeedback' 	message__event_case_id = 'mySpectrum_userFeedback_satisfactionRating'	operation__user_entry__survey_id = 'overall'	operation__user_entry__numeric = 5	
